# Testing 192 configurations 
# Reading [30] trace.out files from [../experiment-results/Jun-27-1/trace]
# -> Parrot_l1_2mm.latency_trace.out
# -> Parrot_l1_jacobi-2d.latency_trace.out
# -> Parrot_l1_mvt.latency_trace.out
# -> Parrot_l1_floyd-warshall.latency_trace.out
# -> Parrot_l1_trisolv.latency_trace.out
# -> Parrot_l1_deriche.latency_trace.out
# -> Parrot_l1_symm.latency_trace.out
# -> Parrot_l1_syr2k.latency_trace.out
# -> Parrot_l1_nussinov.latency_trace.out
# -> Parrot_l1_heat-3d.latency_trace.out
# -> Parrot_l1_doitgen.latency_trace.out
# -> Parrot_l1_covariance.latency_trace.out
# -> Parrot_l1_trmm.latency_trace.out
# -> Parrot_l1_lu.latency_trace.out
# -> Parrot_l1_bicg.latency_trace.out
# -> Parrot_l1_3mm.latency_trace.out
# -> Parrot_l1_cholesky.latency_trace.out
# -> Parrot_l1_seidel-2d.latency_trace.out
# -> Parrot_l1_jacobi-1d.latency_trace.out
# -> Parrot_l1_gemver.latency_trace.out
# -> Parrot_l1_fdtd-2d.latency_trace.out
# -> Parrot_l1_gemm.latency_trace.out
# -> Parrot_l1_gesummv.latency_trace.out
# -> Parrot_l1_correlation.latency_trace.out
# -> Parrot_l1_adi.latency_trace.out
# -> Parrot_l1_durbin.latency_trace.out
# -> Parrot_l1_gramschmidt.latency_trace.out
# -> Parrot_l1_atax.latency_trace.out
# -> Parrot_l1_syrk.latency_trace.out
# -> Parrot_l1_ludcmp.latency_trace.out
# Done loading files.
benchmark pct err len threshold phase_length stable_min window_start summarize proj_dist proj_delta p_j
2mm 0.986425 0.664745 80847270 0.65 100000 3 75 1500 5 2 4
jacobi-2d 0.971805 0.969561 70206759 0.65 100000 3 75 1500 5 2 4
mvt 0.785909 7.36896 5126331 0.65 100000 3 75 1500 5 2 4
floyd-warshall 0.970774 51.6552 76816410 0.65 100000 3 75 1500 5 2 4
trisolv 0 0 1287122 0.65 100000 3 75 1500 5 2 4
deriche 0.4744 18.9729 51182600 0.65 100000 3 75 1500 5 2 4
symm 0.964007 0.80398 58664183 0.65 100000 3 75 1500 5 2 4
syr2k 0.957225 0.894931 54915049 0.65 100000 3 75 1500 5 2 4
nussinov 0.983725 20.2858 74899531 0.65 100000 3 75 1500 5 2 4
heat-3d 0.988014 12.3026 42758738 0.65 100000 3 75 1500 5 2 4
doitgen 0.990677 0.173723 67197703 0.65 100000 3 75 1500 5 2 4
covariance 0.97471 0.690729 59471129 0.65 100000 3 75 1500 5 2 4
trmm 0.980441 0.134017 56112326 0.65 100000 3 75 1500 5 2 4
lu 0 0 47159405 0.65 100000 3 75 1500 5 2 4
bicg 0.428484 1.12776 4644663 0.65 100000 3 75 1500 5 2 4
3mm 0.983649 0.407878 68434656 0.65 100000 3 75 1500 5 2 4
cholesky 0.984035 1.15115 46478007 0.65 100000 3 75 1500 5 2 4
seidel-2d 0.955433 8.09478 47377736 0.65 100000 3 75 1500 5 2 4
jacobi-1d 0.598361 1.02548 1276022 0.65 100000 3 75 1500 5 2 4
gemver 0.365636 8.48754 9133553 0.65 100000 3 75 1500 5 2 4
fdtd-2d 0.883025 30.5093 59393222 0.65 100000 3 75 1500 5 2 4
gemm 0.967743 0.738688 73782554 0.65 100000 3 75 1500 5 2 4
gesummv 0 0 1819780 0.65 100000 3 75 1500 5 2 4
correlation 0.974077 16.9755 59484566 0.65 100000 3 75 1500 5 2 4
adi 0 0 55896481 0.65 100000 3 75 1500 5 2 4
durbin 0.301342 5.81717 2646502 0.65 100000 3 75 1500 5 2 4
gramschmidt 0.963097 0.560511 57218272 0.65 100000 3 75 1500 5 2 4
atax 0.809286 1.7823 5125471 0.65 100000 3 75 1500 5 2 4
syrk 0.989181 26.8793 57909214 0.65 100000 3 75 1500 5 2 4
ludcmp 0.990625 37.1126 54669372 0.65 100000 3 75 1500 5 2 4
2mm 0.947166 0.701915 80847270 0.65 100000 3 75 1500 20 3 6
jacobi-2d 0.971805 0.969561 70206759 0.65 100000 3 75 1500 20 3 6
mvt 0 0 5126331 0.65 100000 3 75 1500 20 3 6
floyd-warshall 0.934044 3.25626 76816410 0.65 100000 3 75 1500 20 3 6
trisolv 0 0 1287122 0.65 100000 3 75 1500 20 3 6
deriche 0.456962 23.1402 51182600 0.65 100000 3 75 1500 20 3 6
symm 0.964007 0.80398 58664183 0.65 100000 3 75 1500 20 3 6
syr2k 0.954848 0.877786 54915049 0.65 100000 3 75 1500 20 3 6
nussinov 0 0 74899531 0.65 100000 3 75 1500 20 3 6
heat-3d 0.953705 15.1492 42758738 0.65 100000 3 75 1500 20 3 6
doitgen 0.960497 0.74174 67197703 0.65 100000 3 75 1500 20 3 6
covariance 0.964243 0.460929 59471129 0.65 100000 3 75 1500 20 3 6
trmm 0.980441 0.134017 56112326 0.65 100000 3 75 1500 20 3 6
lu 0 0 47159405 0.65 100000 3 75 1500 20 3 6
bicg 0 0 4644663 0.65 100000 3 75 1500 20 3 6
3mm 0.962672 0.532532 68434656 0.65 100000 3 75 1500 20 3 6
cholesky 0.91142 0.132749 46478007 0.65 100000 3 75 1500 20 3 6
seidel-2d 0 0 47377736 0.65 100000 3 75 1500 20 3 6
jacobi-1d 0 0 1276022 0.65 100000 3 75 1500 20 3 6
gemver 0.146 10.2452 9133553 0.65 100000 3 75 1500 20 3 6
fdtd-2d 0 0 59393222 0.65 100000 3 75 1500 20 3 6
gemm 0.967743 0.738688 73782554 0.65 100000 3 75 1500 20 3 6
gesummv 0 0 1819780 0.65 100000 3 75 1500 20 3 6
correlation 0.959779 42.8832 59484566 0.65 100000 3 75 1500 20 3 6
adi 0 0 55896481 0.65 100000 3 75 1500 20 3 6
durbin 0 0 2646502 0.65 100000 3 75 1500 20 3 6
gramschmidt 0.965404 0.516902 57218272 0.65 100000 3 75 1500 20 3 6
atax 0 0 5125471 0.65 100000 3 75 1500 20 3 6
syrk 0.747769 3.80106 57909214 0.65 100000 3 75 1500 20 3 6
ludcmp 0.984287 37.2436 54669372 0.65 100000 3 75 1500 20 3 6
2mm 0.907158 0.115682 80847270 0.65 100000 3 75 2000 15 2 10
jacobi-2d 0.971655 0.986499 70206759 0.65 100000 3 75 2000 15 2 10
mvt 0.802588 6.27937 5126331 0.65 100000 3 75 2000 15 2 10
floyd-warshall 0.924886 3.27057 76816410 0.65 100000 3 75 2000 15 2 10
trisolv 0 0 1287122 0.65 100000 3 75 2000 15 2 10
deriche 0.469066 21.7777 51182600 0.65 100000 3 75 2000 15 2 10
symm 0.957282 1.19515 58664183 0.65 100000 3 75 2000 15 2 10
syr2k 0.878139 0.824263 54915049 0.65 100000 3 75 2000 15 2 10
nussinov 0 0 74899531 0.65 100000 3 75 2000 15 2 10
heat-3d 0.907153 0.889213 42758738 0.65 100000 3 75 2000 15 2 10
doitgen 0.982589 0.695657 67197703 0.65 100000 3 75 2000 15 2 10
covariance 0.962974 0.42272 59471129 0.65 100000 3 75 2000 15 2 10
trmm 0.979149 0.138513 56112326 0.65 100000 3 75 2000 15 2 10
lu 0 0 47159405 0.65 100000 3 75 2000 15 2 10
bicg 0 0 4644663 0.65 100000 3 75 2000 15 2 10
3mm 0.868049 0.572682 68434656 0.65 100000 3 75 2000 15 2 10
